Key,Description,Standard
SAY.flowchart_Game_Chapter_01.181.王浩,,附近的那家酒吧好像每晚都很热闹{wc}每次加班很晚回来的时候都会路过，不过从来没进去过。\n
SAY.flowchart_Game_Chapter_01.187.王浩,,要不今晚去那里看看？{wc}说不定来场艳遇什么的！\n
SAY.flowchart_Game_Chapter_01.185.王浩,,算了，我还是别做美梦了，{wc}去那喝两杯或许有助于睡眠。\n\n
SAY.flowchart_Game_Chapter_01.481.,,王浩把手插进口袋，径直走向了那家熟悉又陌生的\n====《日落酒吧》====\n\n
SAY.flowchart_Game_Chapter_01.123.王浩,,奇怪，今晚的酒吧里除了酒保，其他一个人都没有！{wc}难不成已经关门打样了么？\n
SAY.flowchart_Game_Chapter_01.191.王浩,,我记得平时听见这里都很热闹的样。\n
SAY.flowchart_Game_Chapter_01.189.王浩,,我得问问吧台的伙计，\n
SAY.flowchart_Game_Chapter_01.193.王浩,,等等，怎么问才比较合适呢？{wc}要不要透露我是第一次来呢？{wc}那样会不会有些尴尬。\n
MENU.flowchart_Game_Chapter_01.128,,这里关门了么？
MENU.flowchart_Game_Chapter_01.129,,今晚怎么这么冷清？
SAY.flowchart_Game_Chapter_01.134.酒吧侍者,,您好，请问我能为您做点什么？
SAY.flowchart_Game_Chapter_01.132.王浩,,{confused}嗨，你好，请问这里打样了么？
SAY.flowchart_Game_Chapter_01.1093.酒吧侍者,,{anwser}没有，正在营业中，先生。{wc}你想点点什么么？
SAY.flowchart_Game_Chapter_01.165.王浩,,哦……那个，那就给我来杯啤酒吧？{wc}第一次来这里，也不知道有什么不错的酒。
SAY.flowchart_Game_Chapter_01.166.酒吧侍者,,啊哈，好像确实之前不曾看到你。{wc}不管什么原因把你带到这里，你一定会爱上这里的。
SAY.flowchart_Game_Chapter_01.220.王浩,,是么！？{wc}呵呵，希望真的如你所说。
SAY.flowchart_Game_Chapter_01.221.酒吧侍者,,一般第一次来日落酒吧的人，{wc}我都会推荐你尝尝我们特制的鸡尾酒。{wc}你要尝试一下吗？
MENU.flowchart_Game_Chapter_01.222,,拒绝鸡尾酒推荐
MENU.flowchart_Game_Chapter_01.224,,接受鸡尾酒推荐
SAY.flowchart_Game_Chapter_01.1094.酒吧侍者,,您好，请问我能为您做点什么？
SAY.flowchart_Game_Chapter_01.138.王浩,,嘿，伙计!{wc}今晚这里怎么这么冷清？{wc}人都去哪里了？{wc}平时好像挺热闹的啊？！，{wc}今天是有什么的情况么？
SAY.flowchart_Game_Chapter_01.139.酒吧侍者,,人多人少有那么重要么？{wc}难道每一个人来落日酒吧，{wc}不就是热爱它与世隔绝的体验，{wc}体验逃离真实，醍醐灌顶的感觉么？
SAY.flowchart_Game_Chapter_01.161.王浩,,{shocked}我擦，这伙计眼神呆滞，{wc}说出的话怎么有种背后发凉的感觉。{wc}这里不会是家黑店吧……
MENU.flowchart_Game_Chapter_01.239,,质问他什么意思
MENU.flowchart_Game_Chapter_01.242,,先顺着侍者的话聊聊
SAY.flowchart_Game_Chapter_01.284.王浩,,是嘛！？不妨说来听听。
SAY.flowchart_Game_Chapter_01.418.酒吧侍者,,呵呵，好的。{wc}让我想想，整理一下思绪。
SAY.flowchart_Game_Chapter_01.419.王浩,,行，你慢慢想。{wc}我有一晚上时间听你的故事。
SAY.flowchart_Game_Chapter_01.228.王浩,,算了，{wc}还是给我来杯扎啤吧。
SAY.flowchart_Game_Chapter_01.229.酒吧侍者,,{anwser}好的先生，这是您的扎啤。{wc}如果您改变主意了，鸡尾酒随时为您准备。
SAY.flowchart_Game_Chapter_01.234.王浩,,好的谢谢，如果我想要了会告诉你。
SAY.flowchart_Game_Chapter_01.267.王浩,,听起来不错，{wc}来一杯吧！
SAY.flowchart_Game_Chapter_01.266.酒吧侍者,,好的，请稍等。{wc}这是您的鸡尾酒
SAY.flowchart_Game_Chapter_01.270.王浩,,谢谢
SAY.flowchart_Game_Chapter_01.232.,,王浩拿起了酒杯，慢慢地喝下一口。
SAY.flowchart_Game_Chapter_01.273.酒吧侍者,,对了，{wc}我们特制的鸡尾酒有一个很特别的名字，{wc}叫做血色浪漫。{wc}它背后还有一段很精彩的故事，{wc}你想听听吗？
MENU.flowchart_Game_Chapter_01.282,,听故事
MENU.flowchart_Game_Chapter_01.274,,不听故事
SAY.flowchart_Game_Chapter_01.246.王浩,,{confused}喂，你说什么逃离现实？{wc}什么醍醐灌顶啊？
SAY.flowchart_Game_Chapter_01.247.酒吧侍者,,没什么啊，你应该比我清楚才对。{wc}除非你是第一次来日落酒吧。
SAY.flowchart_Game_Chapter_01.248.王浩,,我的确是第一次来这奇怪的地方！{wc}你们这难不成是黑店啊！？
SAY.flowchart_Game_Chapter_01.249.酒吧侍者,,哦，原来是新客人啊。{wc}请原谅我刚才的冒犯，{wc}其实我想说的是您一定会喜欢上这里的。{wc}这里绝不是黑店，请您放心。
SAY.flowchart_Game_Chapter_01.254.王浩,,你这人有点奇怪，前后话语不搭，{wc}让我怎么放心！？
SAY.flowchart_Game_Chapter_01.255.酒吧侍者,,先生您别误会，我向您道歉。
SAY.flowchart_Game_Chapter_01.250.王浩,,光道歉可不行啊，{wc}怎么也得有所补偿吧？！
SAY.flowchart_Game_Chapter_01.251.酒吧侍者,,这样吧，我们酒吧有个规矩。{wc}凡是第一次来我们酒吧的客人，{wc}我们都免费赠送一杯酒吧秘制的鸡尾酒，{wc}先生愿意享用么？\n
MENU.flowchart_Game_Chapter_01.252,,拒绝鸡尾酒推荐
MENU.flowchart_Game_Chapter_01.253,,接受鸡尾酒推荐
SAY.flowchart_Game_Chapter_01.259.王浩,,哈哈，你说的也是啊！{wc}有一阵子没来这，还真的挺想念这种感觉得呢。
SAY.flowchart_Game_Chapter_01.260.酒吧侍者,,很高想您还惦记着咱们日落酒吧。{wc}那么这次想点点什么？{wc}鸡尾酒，还是别的？
SAY.flowchart_Game_Chapter_01.261.王浩,,鸡尾酒吧！{wc}难不成最近有新货了么？
SAY.flowchart_Game_Chapter_01.262.王浩,,貌似他没察觉出我是第一次来，{wc}也好，免得面对面尴尬，{wc}我就顺藤摸瓜得了。
SAY.flowchart_Game_Chapter_01.263.酒吧侍者,,倒也没有，{wc}那么，还是来老配方么？
MENU.flowchart_Game_Chapter_01.264,,拒绝鸡尾酒推荐
MENU.flowchart_Game_Chapter_01.265,,接受鸡尾酒推荐
SAY.flowchart_Game_Chapter_01.278.王浩,,唉~算了，{wc}没什么意思，还是回家睡觉吧！
SAY.flowchart_Game_Chapter_01.296.,,游戏失败...
SAY.flowchart_Game_Chapter_01.499.,,王浩拿起第二杯酒，大口的喝了一半。
SAY.flowchart_Game_Chapter_01.501.王浩,,说实话，我真没感觉出来这酒有什么作用哎。{wc}除了口感不错，喝了有一点微醺。{wc}貌似和其他鸡尾酒相比，并没有什么不同的感受啊。{wc}这个侍者没事无聊，逗我玩的么？{wc}怎么听都不觉得他纯粹是为了忽悠我才跟我说这么多吧？{wc}那难道是要劫我的色！！？{wc}呵呵，我看我多想了。
SAY.flowchart_Game_Chapter_01.502.王浩,,目前我就快喝完第二杯了哦，{wc}但是，完全没有你描述的那种夸张的效果。{wc}你这个伙计为推销店里的就可真是煞费苦心啊！
SAY.flowchart_Game_Chapter_01.500.酒吧侍者,,（笑而不语，继续整理酒具）
SAY.flowchart_Game_Chapter_01.504.王浩,,算了，算了，不纠结了。{wc}没效果也罢。{wc}至少喝点酒还是有助睡眠的。{wc}这么冷清的晚上，能有一个人聊聊天也算不错了。
SAY.flowchart_Game_Chapter_01.505.,,吧台前面的电视机里突然开始播报新闻。\n“XXX楼盘今日开盘，现在抢购就送.....\n某高校又有学生因为考学压力跳楼自杀。\n某互联网公司爆出欺诈丑闻。”\n王浩突然间觉得必须吐槽两句，才能发泄出心中的不爽。
SAY.flowchart_Game_Chapter_01.506.王浩,,你说说现在的这些糟糕的媒体们，{wc}社会本来就够冷漠无情的了，整天就知道报道这些令人听了更沮丧的新闻。{wc}看来看去，全都是负能量的东西！{wc}这样真的好么？你说说！？
SAY.flowchart_Game_Chapter_01.507.酒吧侍者,,您说的没错，先生，我也觉得他们很讨厌！{wc}很多时候，一天的好心情都被这些负能量信息给毁了。{wc}搞得每天都好像世界末日一样。
SAY.flowchart_Game_Chapter_01.508.王浩,,可不是么！{wc}还有政府那些莫名其妙的苛捐杂税。{wc}算上加班，我每个月工作180个小时，{wc}辛苦赚来的工资，一半都得交给这些乱七八糟的费用里去了，{wc}真的到手能给自己支配的就那么一丁点。{wc}你说这是为什么啊！？{wc}还有，手机里电视上整天就是好声音之类的真人秀节目，要不就是假到不行的广告。{wc}真的让人感到窒息。{wc}抬眼望去，人们就像是中了手机病毒，变成了“僵尸”一样。{wc}行尸走肉般的穿行在马路和各种交通工具上。{wc}这不就是“僵尸”么？
SAY.flowchart_Game_Chapter_01.509.酒吧侍者,,所以抛开那些十分“享受”这样的生活的“人们”，{wc}那些有所良知的人都选择来我们酒吧这类的地方。{wc}让酒精帮助他们逃离现实啊。您说对不对？
SAY.flowchart_Game_Chapter_01.510.王浩,,太对了，这正是我想要说的！{wc}我真的应该早点来你们酒吧。
SAY.flowchart_Game_Chapter_01.527.酒吧侍者,,现在来也不迟啊，很高兴在这里遇见您。{wc}更高兴的是，你不是那些人。
SAY.flowchart_Game_Chapter_01.530.王浩,,哈哈，那必须不是啊！{wc}我心里话，我烦透了现在的这种“虚拟现实”般的生活。{wc}不瞒你说，来到这里，和你聊天我才第一次感觉到那种安逸。{wc}你懂我的意思么？
SAY.flowchart_Game_Chapter_01.529.酒吧侍者,,当然，我其实早就说过您一定会爱上这里的。{wc}每一位来我们酒吧的客人机会都和你一样，{wc}有着对社会的不满和对生命意义的疑惑。{wc}而很幸运的是，在这间日落酒吧里，他们几乎都找到了他他们想要的东西。
SAY.flowchart_Game_Chapter_01.528.,,王浩一边喝着杯中的酒，一边和侍者聊得越来越投机。\n借着酒兴，王浩吐槽的声音越来越大。\n而侍者就非常的职业的配合这王浩的话应答。{wc}\n时间不知道过去了多久。
SAY.flowchart_Game_Chapter_01.401.王浩,,叫什么？血色浪漫...{wc}好诡异的名字。
SAY.flowchart_Game_Chapter_01.402.酒吧侍者,,是的，名字有些奇怪。{wc}也正是因为这个故事才有这个名字的。\n
SAY.flowchart_Game_Chapter_01.422.王浩,,好吧，反正这里也没有别人可以聊天。{wc}就听你说说吧。
SAY.flowchart_Game_Chapter_01.421.酒吧侍者,,好的先生，让我想想要怎么开始吧。
SAY.flowchart_Game_Chapter_01.420.王浩,,行，你慢慢想。{wc}我有一晚上时间听你的故事。
SAY.flowchart_Game_Chapter_01.412.酒吧侍者,,血色浪漫的故事讲的是酒吧的老板原本并不是做这一行的，{wc}而原来我们酒吧这个位置是一家典当行。
SAY.flowchart_Game_Chapter_01.455.王浩,,这是什么时候的事啊？{wc}我感觉从来不记得这里曾经是典当行啊？
SAY.flowchart_Game_Chapter_01.413.酒吧侍者,,其实我也不清楚，可能很久远了吧。当时我们酒吧的老板因为生意失意，来到这里决定当掉一些自己的身外之物。{wc}而这个看似老古董的典当行的老板是一位年事已高的老人。
SAY.flowchart_Game_Chapter_01.456.王浩,,等等，你是说那种卖古董的地方么？
SAY.flowchart_Game_Chapter_01.414.酒吧侍者,,是的，没错。请先耐心听我说吧。{wc}老人和酒吧的老板见的第一面，就说出了酒吧老板的身世以及生意场上的遭遇，{wc}这让酒吧老板十分惊讶。{wc}那天下午他们坐在典当行里面一边饮着葡萄酒一边聊到了深夜。{wc}老人的话句句落地，让酒吧老板大彻大悟。{wc}几乎决定放下手上的事业，投奔老人为徒。
SAY.flowchart_Game_Chapter_01.457.王浩,,我去！还有这种事情？你逗我的吧。结果怎样？收他做徒弟了么？
SAY.flowchart_Game_Chapter_01.415.酒吧侍者,,老人并没有答应。但是给了他一个古董作为礼物。这是一瓶他珍藏多年的一瓶红葡萄酒，{wc}瓶子装饰的非常精美，而里面的酒看上去也有年头了。{wc}老人说这瓶酒是他专门为酒吧老板准备的，在这里已经足足等了30年了。
SAY.flowchart_Game_Chapter_01.459.王浩,,30年！！…好吧这个故事越来越离谱了。{wc}一瓶酒有什么大不了的，至于这么劳师动众等30年么？
SAY.flowchart_Game_Chapter_01.416.酒吧侍者,,是啊，别说你觉得夸张了。{wc}酒吧老板当时也感到十分困惑。{wc}但是，之后发生的事情才是重点。{wc}相信我保证让你瞠目结舌的。
SAY.flowchart_Game_Chapter_01.458.王浩,,好吧，我先耐下心来，{wc}看看能有多么夸张到，让我瞠目结舌的。
SAY.flowchart_Game_Chapter_01.460.酒吧侍者,,好，那我就继续了啊。{wc}接下来老人打开瓶子，玫瑰的芳香瞬间占满了屋子，那气味令人陶醉。{wc}酒吧老板尝试着喝了一口这酒，之后所感受到的景象让他此生难忘，{wc}就像使用了LSD一样，在瞬间感觉自己和宇宙结合，涌泉般的信息涌向酒吧老板的大脑。{wc}他似乎看到一位神，含糊不清，但又亲切万分。{wc}好像他们已经相识了好几个世纪。{wc}在那之后的一切都无限奇妙，仿佛瞬间看到了自己的一生的片段影像，甚至看到自己的前世和未来的画面。{wc}那位神似乎在向他展示整个宇宙的规则，{wc}因为不同纬度的原因，声音图像全部混为一体，无比美妙。{wc}再后来的似乎时间静止，感觉自己与世界融为一体了。{wc}渐渐地意识模糊。
SAY.flowchart_Game_Chapter_01.461.王浩,,老天，这也太刺激了吧。{wc}听上去更像是电子游戏里才会的样子。{wc}话说，后来呢？这故事就这么结束了？
SAY.flowchart_Game_Chapter_01.462.酒吧侍者,,当然没结束啦，{wc}酒吧老板醒来的时候，老人早已不见，{wc}最令人惊讶的是，这家典当行空空如也。{wc}留下来的，只有这瓶玫瑰葡萄酒和酒吧老板本人。
SAY.flowchart_Game_Chapter_01.463.王浩,,卧槽，{wc}难道说闹了半天，前面说的那些神神道道的都是酒吧老板喝醉了，做的梦吧？{wc}你这个故事有点坑啊！
SAY.flowchart_Game_Chapter_01.464.酒吧侍者,,不是你想的这样。{wc} 首先如果说典当行本来就是空的，但是那瓶神秘的葡萄酒依旧在那里。{wc}要怎么解释呢？\n
SAY.flowchart_Game_Chapter_01.465.王浩,,也对哦，{wc}那酒吧老板之后怎么处理那瓶酒的？{wc}要是我的话，我一定再来一口，{wc}说不定穿越到什么地方，来个星际旅行了。哈哈。
SAY.flowchart_Game_Chapter_01.466.酒吧侍者,,传说自那之后，酒吧老板一蹶不振个，再也没有心思做生意和正常生活。{wc}他不断地在回忆老人所说的每一句话，以及喝下那瓶酒给自己带来的感受。{wc}他花了2年时间各处打听老人的下落，以及在网络上寻找这瓶酒的出处，很显然毫无所获。{wc}于是有一天他终于想通，一夜之间，变卖了自己的资产，开了这家日落酒吧。{wc}他不断的研究玫瑰葡萄酒的奥秘，最终尝试出他的秘方。
SAY.flowchart_Game_Chapter_01.467.王浩,,等等，{wc}不要告诉我你给我喝的这杯血色浪漫里面就有，老板的什么配方？{wc}那我岂不是要和宇宙合体了么！？想想还有点小兴奋呢！
SAY.flowchart_Game_Chapter_01.468.酒吧侍者,,呵呵，那倒不至于，{wc}不过至少可以透露的是，这里面的确还有那神秘的秘方。{wc}只不过计量非常小，很多人甚至都察觉不到。{wc}只会觉得，喝下去以后会神志清爽，很快活飘逸，忘记烦恼和忧愁。{wc}所以来店里的很多客人，都是为了能品尝到老板重现出的神酒。{wc}寻找与世隔绝，世外桃源般的感受的。
SAY.flowchart_Game_Chapter_01.469.王浩,,怪不得，{wc}总看到这家酒吧里充满了人。原来就是为了这杯酒来的啊！{wc}看来我得再仔细品尝一下这神秘的配方。{wc}看看到底能给我带来什么样的感受？
SAY.flowchart_Game_Chapter_01.470.酒吧侍者,,对，你细细体会感觉一下，有什么不一样的感觉？{wc}通常来说，比较敏感的人一杯下去就会有明显的变化了。
SAY.flowchart_Game_Chapter_01.471.,,王浩喝下了杯子里剩下的一口酒，{wc}用舌头舔了舔牙齿，回味了一下。
SAY.flowchart_Game_Chapter_01.473.王浩,,貌似没什么感觉啊。{wc}本来就失眠，头脑清醒身体疲倦。{wc}现在感觉就是身体更疲倦了。{wc}喂，你不会是在忽悠我吧？{wc}欺负我是新来的！
SAY.flowchart_Game_Chapter_01.472.酒吧侍者,,当然不会啊，{wc}我在酒吧做了很久了，请相信我。{wc}看得出你的体质应该要再来第二杯才会进入佳境。
SAY.flowchart_Game_Chapter_01.474.王浩,,这哥们说的这个故事挺有意思的，不像是为了推销这杯酒临时编出来的。{wc}不过说不定他跟每个人都说的这个故事，所以已经被的烂熟了。{wc}到底相信不相信他呢？{wc}总感觉有种被忽悠的感觉，不过这鸡尾酒还真的是挺好喝的。{wc}口感十分特别，而且的确含有玫瑰的芳香。{wc}至少我现在感觉心情好多了，还真是有那么一点神奇呢。{wc}所以要不要再来一杯呢？
MENU.flowchart_Game_Chapter_01.423,,要求第二杯酒
MENU.flowchart_Game_Chapter_01.425,,拒绝第二杯酒
SAY.flowchart_Game_Chapter_01.437.王浩,,被你这么说的，我必须再来一杯啊。{wc}这么神奇的酒，今天能喝到也算是三生有幸了。{wc}期待能见到上帝啊。
SAY.flowchart_Game_Chapter_01.494.,,也不知道是不是一杯酒就醉了？还是自己的真的想喝。王浩发现自己的行动有点不受自己意识的控制。
SAY.flowchart_Game_Chapter_01.438.酒吧侍者,,呵呵，你在开玩笑。{wc}不过我之前也说了，血色浪漫里的秘方是做过大量稀释的。{wc}所以效力或许没那么强。{wc}但是不同的人的体质，反映的强度也会不太一样的。
SAY.flowchart_Game_Chapter_01.439.王浩,,那我更要试一试了。{wc}说真的，我之前也听说过这种致幻的东西能让人看见不可思议的东西。
SAY.flowchart_Game_Chapter_01.441.酒吧侍者,,您的血色浪漫，请慢用。
SAY.flowchart_Game_Chapter_01.429.王浩,,我有点纠结啊。{wc}听你说的故事倒是很有趣，感觉喝了这酒就会看到另一个世界。{wc}但是我的确有点担心。
SAY.flowchart_Game_Chapter_01.430.酒吧侍者,,担心什么？
SAY.flowchart_Game_Chapter_01.446.王浩,,我怕我会进去了出不来啊。{wc}万一我看见了上帝，然后他要带我走怎么办？{wc}我还有贷款没换，我老妈身体不好，还需要我照顾。{wc}最重要的是，我还是单身啊！...\n
SAY.flowchart_Game_Chapter_01.447.酒吧侍者,,呵呵，你真逗。{wc}放心吧，不会有那种事情的。{wc}说这里了所有人都体验过血色浪漫带来的境界。{wc}绝对安全，并且我保证你会爱上它的。\n
SAY.flowchart_Game_Chapter_01.444.王浩,,当真么？
SAY.flowchart_Game_Chapter_01.445.酒吧侍者,,千真万确。{wc}说你可以不相信我，但是你也看到我们酒吧每天都很热闹。{wc}说如果这被血色浪漫不能名副其实的话，他们早就不会再来了。\n
SAY.flowchart_Game_Chapter_01.442.,,也不知道是不是一杯酒就醉了？还是自己的真的想喝。王浩发现自己的行动有点不受自己意识的控制。莫名的说出了本不是自己想说的话。
SAY.flowchart_Game_Chapter_01.493.王浩,,也是，我就是穷屌丝一枚。{wc}说想想你也不会坑我什么，那就再来一杯吧。
SAY.flowchart_Game_Chapter_01.443.酒吧侍者,,明智之举，{wc}这是您的血色浪漫，请慢用。\n
SAY.flowchart_Game_Chapter_01.645.,,第一章 \n风暴前夜
CHARACTER.凯瑟琳,,凯瑟琳
CHARACTER.???,,???
CHARACTER.雅克布,,雅克布
CHARACTER.简妮,,简妮
SAY.flowchart_Game_Chapter_05.1429.,,那么为什么我们先进的世界不是这样的呢？{wc}\n而且我们的科学一直都否认神创造人类的，观点。{wc}\n你这么说岂不是与科学相悖？{wc}\n达尔文的进化论可以证明，宇宙大爆炸理论，{wc}\n并可以解释我们人类是经过上万年的自然演变进化成的。{wc}\n这一切要如何解释呢？\n
SAY.flowchart_Game_Chapter_05.1430.,,这些问题问得好。{wc}\n的确刚才所说的创世论与现今的所谓自然科学完全相悖。{wc}\n我们也坚信，真相只会有一个。{wc}\n这就需要我们静下心来。{wc}\n抛开世俗，发自内心的去寻找真相，{wc}\n才能判断到底谁对谁错。
SAY.flowchart_Game_Chapter_05.1431.,,按照你们目前说的理论，我猜你们认为现在的科学观点是错误的咯？\n
SAY.flowchart_Game_Chapter_05.1432.,,科学是一种观察和证实世界的方法。{wc}\n单纯从方法上来说，它是十分有意义的。{wc}\n但是很多所谓的科学观点，{wc}\n完全是建立在所谓科学家们的假设上，利用连环公式推算出的东西。{wc}\n就不一定那么有价值了。{wc}\n不过想要搞清楚这些对立面。{wc}\n我们需要再次重新梳理一下现在的知识体系。{wc}\n你有兴趣了解么？
SAY.flowchart_Game_Chapter_05.1433.,,当然，女神说的什么我都信！~
SAY.flowchart_Game_Chapter_05.1434.,,你啊，还是那么的不着边际。{wc}\n那么雅克布，这部分让我来试着跟王浩来解释吧。\n
SAY.flowchart_Game_Chapter_05.1435.,,当然可以，我从不怀疑你的智慧。{wc}\n那么我先去照顾客人们了。
SAY.flowchart_Game_Chapter_05.1436.,,雅克布说完离开了这个虚拟空间，\n屋子里就剩下了凯瑟琳和王浩两个人。
SAY.flowchart_Game_Chapter_05.1373.,,等等，让我猜猜。{wc}\n感觉这个故事跟很多电影里的桥段很类似嘛！{wc}\n最后人类和神发生战争了？
SAY.flowchart_Game_Chapter_05.1374.,,有意思！{wc}\n这个剧情像极了西部世界的故事啊。{wc}\n人类从不善待机器人，想尽一切办法让他们为人所用，任其摆布。{wc}\n最终机器人崛起了。天呐！你是说人类最终崛起了！？代替了神？{wc}\n这也太酷了吧！？
SAY.flowchart_Game_Chapter_05.1375.,,好吧，你把我要说的都说的七七八八了。{wc}\n你是真的想知道真相么？{wc}\n怎么感觉我不需要在说下去了呢？好像你全都知道了。
SAY.flowchart_Game_Chapter_05.1376.,,请大人息怒，我只不过是听你说的太投入了，{wc}\n情不自禁的乱说一气，你快告诉吧。{wc}\n这可是我长这么大听得最带劲的一个故事了！
SAY.flowchart_Game_Chapter_05.1382.,,我的天呐。我被彻底震撼了！{wc}\n虽然我的大脑在不断地想找出理由来拒绝你所说的。{wc}\n但是这个故事实在太震撼了。我的心在不停的颤动！{wc}\n虽然还有好多问题，但是比起现代科学所解释的，{wc}\n我们是浩瀚宇宙中最不起眼的星系里最不起眼的星球里的随机生物。{wc}\n我更相信你所说的这个起源。至少很多问题都顺理成章的可以解释的清楚了。{wc}\n所以，我觉得我得到了满意答案。{wc}\n我是谁？我从哪里来？都被解释了。{wc}\n很想听你说说，我们要到哪里去呢？\n
SAY.flowchart_Game_Chapter_05.1383.,,好吧。没错，战争最终爆发了。{wc}\n但是发动的不是人，而是神们内部。两派神各持己见。{wc}\n为了是否给与人类平等的知识和共处的权利，他们产生了巨大的分歧。{wc}\n更是火上浇油的就是，其中倾向人类的神族，{wc}\n擅自创造了一批新的人类，并放入了自己的基因。{wc}\n并主动授予他们知识，给与他们王的称号。{wc}\n这一行进彻底惹怒了另一批反对给与人类自由的神族。{wc}\n与此同时神族内部因为权力的争夺。矛盾更加激化了。{wc}\n战争最终在神族之间拉开帷幕。{wc}\n很显然战争中当炮灰的都是人类。生灵涂炭。{wc}\n最终反对的一方启动了最大规模的末日洪水。{wc}\n同时神族内部达成一致，短暂“离开”这个世界，不再回来。{wc}\n但意想不到的就是，爱护人类的一方的神，出于对人类的怜爱。{wc}\n帮助了一小部分人类躲过了洪水。大水过后，再次在大地上繁衍起来。{wc}\n说到这里，终于切入了你问的这个庞大问题的题目了。{wc}\n我们是谁？我们是在大洪水后残存下来的人类。{wc}\n不知道这个答案是否能解答你心中的问题。\n
SAY.flowchart_Game_Chapter_05.1384.,,我懂，我也理解。{wc}\n一下子把整个宇宙的历史说清楚实在是太难了。{wc}\n不过我不得不说，雅克布。{wc}\n你说的很好，我很容易理解。
SAY.flowchart_Game_Chapter_05.1385.,,哟，嘴巴越来越甜了嘛！？{wc}\n这话说得我们雅克布一定很开心。{wc}\n知音难觅啊，呵呵。
SAY.flowchart_Game_Chapter_05.1386.,,明白！{wc}\n相当明白。
SAY.flowchart_Game_Chapter_05.1387.,,你还真是打破砂锅问到底啊！{wc}\n我先说明一下。刚刚跟你说的故事，你尽量从逻辑和理论上去理解。{wc}\n并且，有太多遗漏的内容，没法一下子说清楚。
SAY.flowchart_Game_Chapter_05.1388.,,真是阴险啊。{wc}\n这帮神族玩的比我们阴险多了。{wc}\n这么想想，这些所谓的神，也不是都是好人啊。
SAY.flowchart_Game_Chapter_05.1389.,,哪里。。。好吧，刚才解释了我们是谁？{wc}\n简而言之，我们是带有宇宙代言人基因的分管代言人。{wc}\n我们从哪里来？{wc}\n很显然，物理上，我们是那些正统代言人，神们创造出来的分管代言人。{wc}\n在意识层面，我们承载了更大更多意识体的能量。 {wc}\n这样说你明白么？
SAY.flowchart_Game_Chapter_05.1390.,,你是说其实那些神话故事都是真是发生过的故事吗？{wc}\n希腊神话，波斯神话，中国的神话。{wc}\n被你这么一说，感觉好像这些神话故事好像真的有那么点联系哦！{wc}\n真神奇！\n
